Starting Price: 1.104640, Ending Price: 1.104670, Highest Price: 1.104680, Lowest Price: 1.104630, Total Volume: 0.000000
Starting Price: 1.104040, Ending Price: 1.103980, Highest Price: 1.104110, Lowest Price: 1.103940, Total Volume: 0.000000
Starting Price: 1.103970, Ending Price: 1.103940, Highest Price: 1.103970, Lowest Price: 1.103820, Total Volume: 0.000000
Starting Price: 1.103930, Ending Price: 1.103920, Highest Price: 1.104010, Lowest Price: 1.103890, Total Volume: 0.000000
Starting Price: 1.103940, Ending Price: 1.103900, Highest Price: 1.103940, Lowest Price: 1.103810, Total Volume: 0.000000
Starting Price: 1.103890, Ending Price: 1.103910, Highest Price: 1.103940, Lowest Price: 1.103830, Total Volume: 0.000000
Starting Price: 1.103920, Ending Price: 1.103960, Highest Price: 1.103990, Lowest Price: 1.103870, Total Volume: 0.000000
Starting Price: 1.103950, Ending Price: 1.104010, Highest Price: 1.104030, Lowest Price: 1.103950, Total Volume: 0.000000
Starting Price: 1.104010, Ending Price: 1.103910, Highest Price: 1.104050, Lowest Price: 1.103900, Total Volume: 0.000000
Starting Price: 1.103920, Ending Price: 1.103980, Highest Price: 1.104050, Lowest Price: 1.103840, Total Volume: 0.000000
Starting Price: 1.103960, Ending Price: 1.103980, Highest Price: 1.103980, Lowest Price: 1.103890, Total Volume: 0.000000
Starting Price: 1.103960, Ending Price: 1.103970, Highest Price: 1.103990, Lowest Price: 1.103890, Total Volume: 0.000000
Starting Price: 1.103980, Ending Price: 1.103940, Highest Price: 1.104060, Lowest Price: 1.103940, Total Volume: 0.000000
Starting Price: 1.104000, Ending Price: 1.104010, Highest Price: 1.104060, Lowest Price: 1.103990, Total Volume: 0.000000
Starting Price: 1.103990, Ending Price: 1.104060, Highest Price: 1.104140, Lowest Price: 1.103990, Total Volume: 0.000000
Starting Price: 1.104050, Ending Price: 1.104360, Highest Price: 1.104380, Lowest Price: 1.104030, Total Volume: 0.000000
Starting Price: 1.104420, Ending Price: 1.104440, Highest Price: 1.104560, Lowest Price: 1.104400, Total Volume: 0.000000
Starting Price: 1.104440, Ending Price: 1.104400, Highest Price: 1.104510, Lowest Price: 1.104380, Total Volume: 0.000000
Starting Price: 1.104390, Ending Price: 1.104120, Highest Price: 1.104390, Lowest Price: 1.104110, Total Volume: 0.000000
Starting Price: 1.104110, Ending Price: 1.104180, Highest Price: 1.104220, Lowest Price: 1.104040, Total Volume: 0.000000
Starting Price: 1.104140, Ending Price: 1.104310, Highest Price: 1.104310, Lowest Price: 1.104140, Total Volume: 0.000000
Starting Price: 1.104350, Ending Price: 1.104270, Highest Price: 1.104390, Lowest Price: 1.104260, Total Volume: 0.000000
Starting Price: 1.104260, Ending Price: 1.104360, Highest Price: 1.104440, Lowest Price: 1.104260, Total Volume: 0.000000
Starting Price: 1.104370, Ending Price: 1.104380, Highest Price: 1.104500, Lowest Price: 1.104360, Total Volume: 0.000000
Starting Price: 1.104370, Ending Price: 1.104410, Highest Price: 1.104440, Lowest Price: 1.104350, Total Volume: 0.000000
Starting Price: 1.104380, Ending Price: 1.104340, Highest Price: 1.104420, Lowest Price: 1.104320, Total Volume: 0.000000
Starting Price: 1.104350, Ending Price: 1.104300, Highest Price: 1.104360, Lowest Price: 1.104210, Total Volume: 0.000000
Starting Price: 1.104310, Ending Price: 1.104360, Highest Price: 1.104410, Lowest Price: 1.104300, Total Volume: 0.000000
Starting Price: 1.104340, Ending Price: 1.104380, Highest Price: 1.104430, Lowest Price: 1.104330, Total Volume: 0.000000
Starting Price: 1.104440, Ending Price: 1.104360, Highest Price: 1.104460, Lowest Price: 1.104290, Total Volume: 0.000000
Starting Price: 1.104370, Ending Price: 1.104340, Highest Price: 1.104480, Lowest Price: 1.104300, Total Volume: 0.000000
Starting Price: 1.104340, Ending Price: 1.104490, Highest Price: 1.104490, Lowest Price: 1.104340, Total Volume: 0.000000
Starting Price: 1.104480, Ending Price: 1.104300, Highest Price: 1.104480, Lowest Price: 1.104230, Total Volume: 0.000000
Starting Price: 1.104300, Ending Price: 1.104300, Highest Price: 1.104370, Lowest Price: 1.104250, Total Volume: 0.000000
Starting Price: 1.104310, Ending Price: 1.104150, Highest Price: 1.104310, Lowest Price: 1.104140, Total Volume: 0.000000
Starting Price: 1.104160, Ending Price: 1.104170, Highest Price: 1.104210, Lowest Price: 1.104140, Total Volume: 0.000000
Starting Price: 1.104210, Ending Price: 1.104310, Highest Price: 1.104410, Lowest Price: 1.104210, Total Volume: 0.000000
Starting Price: 1.104300, Ending Price: 1.104250, Highest Price: 1.104340, Lowest Price: 1.104250, Total Volume: 0.000000
Starting Price: 1.104390, Ending Price: 1.104260, Highest Price: 1.104410, Lowest Price: 1.104210, Total Volume: 0.000000
Starting Price: 1.104250, Ending Price: 1.104460, Highest Price: 1.104460, Lowest Price: 1.104240, Total Volume: 0.000000
Starting Price: 1.104450, Ending Price: 1.104580, Highest Price: 1.104610, Lowest Price: 1.104390, Total Volume: 0.000000
Starting Price: 1.104610, Ending Price: 1.104340, Highest Price: 1.104610, Lowest Price: 1.104290, Total Volume: 0.000000
Starting Price: 1.104330, Ending Price: 1.104250, Highest Price: 1.104330, Lowest Price: 1.104230, Total Volume: 0.000000
Starting Price: 1.104260, Ending Price: 1.104280, Highest Price: 1.104470, Lowest Price: 1.104240, Total Volume: 0.000000
Starting Price: 1.104300, Ending Price: 1.104310, Highest Price: 1.104410, Lowest Price: 1.104290, Total Volume: 0.000000
Starting Price: 1.104310, Ending Price: 1.104260, Highest Price: 1.104390, Lowest Price: 1.104260, Total Volume: 0.000000
Starting Price: 1.104260, Ending Price: 1.104460, Highest Price: 1.104490, Lowest Price: 1.104260, Total Volume: 0.000000
Starting Price: 1.104450, Ending Price: 1.104530, Highest Price: 1.104560, Lowest Price: 1.104400, Total Volume: 0.000000
Starting Price: 1.104520, Ending Price: 1.104430, Highest Price: 1.104610, Lowest Price: 1.104430, Total Volume: 0.000000
Starting Price: 1.104450, Ending Price: 1.104320, Highest Price: 1.104460, Lowest Price: 1.104320, Total Volume: 0.000000
Starting Price: 1.104350, Ending Price: 1.104210, Highest Price: 1.104360, Lowest Price: 1.104180, Total Volume: 0.000000
Starting Price: 1.104200, Ending Price: 1.104120, Highest Price: 1.104200, Lowest Price: 1.104070, Total Volume: 0.000000
Starting Price: 1.103970, Ending Price: 1.103910, Highest Price: 1.103970, Lowest Price: 1.103870, Total Volume: 0.000000
Starting Price: 1.103920, Ending Price: 1.103850, Highest Price: 1.104020, Lowest Price: 1.103810, Total Volume: 0.000000
Starting Price: 1.103840, Ending Price: 1.103810, Highest Price: 1.103840, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103840, Ending Price: 1.103850, Highest Price: 1.103950, Lowest Price: 1.103810, Total Volume: 0.000000
Starting Price: 1.103830, Ending Price: 1.103930, Highest Price: 1.104010, Lowest Price: 1.103820, Total Volume: 0.000000
Starting Price: 1.103920, Ending Price: 1.103820, Highest Price: 1.103950, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103870, Ending Price: 1.103790, Highest Price: 1.103900, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103800, Ending Price: 1.103860, Highest Price: 1.103860, Lowest Price: 1.103750, Total Volume: 0.000000
Starting Price: 1.103870, Ending Price: 1.103810, Highest Price: 1.103870, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103820, Ending Price: 1.103720, Highest Price: 1.103820, Lowest Price: 1.103720, Total Volume: 0.000000
Starting Price: 1.103740, Ending Price: 1.103750, Highest Price: 1.103770, Lowest Price: 1.103640, Total Volume: 0.000000
Starting Price: 1.103760, Ending Price: 1.103840, Highest Price: 1.103850, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103860, Ending Price: 1.103900, Highest Price: 1.104000, Lowest Price: 1.103860, Total Volume: 0.000000
Starting Price: 1.103910, Ending Price: 1.103900, Highest Price: 1.103970, Lowest Price: 1.103810, Total Volume: 0.000000
Starting Price: 1.103910, Ending Price: 1.103790, Highest Price: 1.103960, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103780, Ending Price: 1.103760, Highest Price: 1.103810, Lowest Price: 1.103680, Total Volume: 0.000000
Starting Price: 1.103750, Ending Price: 1.103660, Highest Price: 1.103810, Lowest Price: 1.103650, Total Volume: 0.000000
Starting Price: 1.103650, Ending Price: 1.103610, Highest Price: 1.103690, Lowest Price: 1.103610, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103610, Highest Price: 1.103730, Lowest Price: 1.103570, Total Volume: 0.000000
Starting Price: 1.103600, Ending Price: 1.103730, Highest Price: 1.103770, Lowest Price: 1.103600, Total Volume: 0.000000
Starting Price: 1.103750, Ending Price: 1.103860, Highest Price: 1.103910, Lowest Price: 1.103730, Total Volume: 0.000000
Starting Price: 1.103840, Ending Price: 1.103950, Highest Price: 1.103960, Lowest Price: 1.103800, Total Volume: 0.000000
Starting Price: 1.103960, Ending Price: 1.103900, Highest Price: 1.103990, Lowest Price: 1.103820, Total Volume: 0.000000
Starting Price: 1.103910, Ending Price: 1.103625, Highest Price: 1.104720, Lowest Price: 1.103625, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.104105, Highest Price: 1.104240, Lowest Price: 1.103365, Total Volume: 0.000000
Starting Price: 1.104190, Ending Price: 1.104010, Highest Price: 1.104240, Lowest Price: 1.104000, Total Volume: 0.000000
Starting Price: 1.104010, Ending Price: 1.103600, Highest Price: 1.104150, Lowest Price: 1.103600, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103340, Highest Price: 1.103680, Lowest Price: 1.103240, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103350, Highest Price: 1.103490, Lowest Price: 1.103210, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103740, Highest Price: 1.103740, Lowest Price: 1.103150, Total Volume: 0.000000
Starting Price: 1.103730, Ending Price: 1.103650, Highest Price: 1.103950, Lowest Price: 1.103590, Total Volume: 0.000000
Starting Price: 1.103680, Ending Price: 1.103740, Highest Price: 1.103850, Lowest Price: 1.103590, Total Volume: 0.000000
Starting Price: 1.103740, Ending Price: 1.103600, Highest Price: 1.103880, Lowest Price: 1.103600, Total Volume: 0.000000
Starting Price: 1.103560, Ending Price: 1.103200, Highest Price: 1.103620, Lowest Price: 1.103040, Total Volume: 0.000000
Starting Price: 1.103190, Ending Price: 1.103290, Highest Price: 1.103440, Lowest Price: 1.103150, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103040, Highest Price: 1.103310, Lowest Price: 1.103020, Total Volume: 0.000000
Starting Price: 1.103030, Ending Price: 1.102970, Highest Price: 1.103090, Lowest Price: 1.102960, Total Volume: 0.000000
Starting Price: 1.102990, Ending Price: 1.103080, Highest Price: 1.103090, Lowest Price: 1.102820, Total Volume: 0.000000
Starting Price: 1.103050, Ending Price: 1.103200, Highest Price: 1.103260, Lowest Price: 1.103050, Total Volume: 0.000000
Starting Price: 1.103210, Ending Price: 1.103660, Highest Price: 1.103670, Lowest Price: 1.103190, Total Volume: 0.000000
Starting Price: 1.103670, Ending Price: 1.103410, Highest Price: 1.103750, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103170, Highest Price: 1.103450, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103190, Ending Price: 1.103270, Highest Price: 1.103270, Lowest Price: 1.103040, Total Volume: 0.000000
Starting Price: 1.103290, Ending Price: 1.103390, Highest Price: 1.103400, Lowest Price: 1.103130, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103550, Highest Price: 1.103670, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103600, Highest Price: 1.103740, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103270, Highest Price: 1.103550, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103250, Ending Price: 1.103100, Highest Price: 1.103250, Lowest Price: 1.102950, Total Volume: 0.000000
Starting Price: 1.103090, Ending Price: 1.103060, Highest Price: 1.103290, Lowest Price: 1.103010, Total Volume: 0.000000
Starting Price: 1.103050, Ending Price: 1.103060, Highest Price: 1.103160, Lowest Price: 1.103000, Total Volume: 0.000000
Starting Price: 1.103050, Ending Price: 1.103040, Highest Price: 1.103120, Lowest Price: 1.102890, Total Volume: 0.000000
Starting Price: 1.103030, Ending Price: 1.103100, Highest Price: 1.103210, Lowest Price: 1.103030, Total Volume: 0.000000
Starting Price: 1.103110, Ending Price: 1.103200, Highest Price: 1.103240, Lowest Price: 1.103040, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103200, Highest Price: 1.103290, Lowest Price: 1.103100, Total Volume: 0.000000
Starting Price: 1.103190, Ending Price: 1.103280, Highest Price: 1.103360, Lowest Price: 1.103150, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103310, Highest Price: 1.103410, Lowest Price: 1.103130, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103490, Highest Price: 1.103570, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103500, Highest Price: 1.103570, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103510, Ending Price: 1.103540, Highest Price: 1.103620, Lowest Price: 1.103460, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103270, Highest Price: 1.103550, Lowest Price: 1.103190, Total Volume: 0.000000
Starting Price: 1.103280, Ending Price: 1.103140, Highest Price: 1.103320, Lowest Price: 1.103090, Total Volume: 0.000000
Starting Price: 1.103150, Ending Price: 1.103030, Highest Price: 1.103350, Lowest Price: 1.103000, Total Volume: 0.000000
Starting Price: 1.103040, Ending Price: 1.102850, Highest Price: 1.103040, Lowest Price: 1.102850, Total Volume: 0.000000
Starting Price: 1.102860, Ending Price: 1.102970, Highest Price: 1.103040, Lowest Price: 1.102840, Total Volume: 0.000000
Starting Price: 1.102980, Ending Price: 1.103070, Highest Price: 1.103160, Lowest Price: 1.102930, Total Volume: 0.000000
Starting Price: 1.103110, Ending Price: 1.103490, Highest Price: 1.103670, Lowest Price: 1.103110, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103460, Highest Price: 1.103620, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103490, Highest Price: 1.103540, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103710, Highest Price: 1.103760, Lowest Price: 1.103460, Total Volume: 0.000000
Starting Price: 1.103700, Ending Price: 1.103660, Highest Price: 1.103770, Lowest Price: 1.103610, Total Volume: 0.000000
Starting Price: 1.103670, Ending Price: 1.103590, Highest Price: 1.103690, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103800, Ending Price: 1.103800, Highest Price: 1.103800, Lowest Price: 1.103800, Total Volume: 0.000000
Starting Price: 1.103760, Ending Price: 1.103900, Highest Price: 1.103900, Lowest Price: 1.103750, Total Volume: 0.000000
Starting Price: 1.103890, Ending Price: 1.103890, Highest Price: 1.103910, Lowest Price: 1.103840, Total Volume: 0.000000
Starting Price: 1.103840, Ending Price: 1.103830, Highest Price: 1.103910, Lowest Price: 1.103830, Total Volume: 0.000000
Starting Price: 1.103820, Ending Price: 1.103620, Highest Price: 1.103850, Lowest Price: 1.103620, Total Volume: 0.000000
Starting Price: 1.103610, Ending Price: 1.103900, Highest Price: 1.103910, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103890, Ending Price: 1.103890, Highest Price: 1.103960, Lowest Price: 1.103870, Total Volume: 0.000000
Starting Price: 1.103900, Ending Price: 1.103890, Highest Price: 1.103910, Lowest Price: 1.103890, Total Volume: 0.000000
Starting Price: 1.104050, Ending Price: 1.104040, Highest Price: 1.104050, Lowest Price: 1.104040, Total Volume: 0.000000
Starting Price: 1.104000, Ending Price: 1.103980, Highest Price: 1.104010, Lowest Price: 1.103980, Total Volume: 0.000000
Starting Price: 1.103990, Ending Price: 1.104050, Highest Price: 1.104080, Lowest Price: 1.103980, Total Volume: 0.000000
Starting Price: 1.104080, Ending Price: 1.104010, Highest Price: 1.104080, Lowest Price: 1.103990, Total Volume: 0.000000
Starting Price: 1.104030, Ending Price: 1.104060, Highest Price: 1.104090, Lowest Price: 1.104010, Total Volume: 0.000000
Starting Price: 1.104200, Ending Price: 1.104030, Highest Price: 1.104210, Lowest Price: 1.104030, Total Volume: 0.000000
Starting Price: 1.103940, Ending Price: 1.104120, Highest Price: 1.104120, Lowest Price: 1.103940, Total Volume: 0.000000
Starting Price: 1.103990, Ending Price: 1.104050, Highest Price: 1.104180, Lowest Price: 1.103990, Total Volume: 0.000000
